ID,Posted at,Screen name,Text
826720479876698112,2017-02-01 09:14:56 +0000,UweSchummer,Deutschland: Lebenshilfe NRW sieht keine Grundlage für politische Zusammenarbeit mit #AfD | ZEIT ONLINE https://t.co/sBjcMwkRSL
826720363954438144,2017-02-01 09:14:29 +0000,SCLemme,Ein interessantes Interview mit Jusovorsitzendem Maximilian Schröter aus #Nordhausen. https://t.co/NcywAsnJqn
826720053324308481,2017-02-01 09:13:15 +0000,josip_juratovic,#Vielfalt im #Bundestag: Ich bin einer von 37 #Abgeordneten mit #Migrationshintergrund. 20 von uns haben ihre Gesch… https://t.co/GY5k6kKBvu
826719903235371008,2017-02-01 09:12:39 +0000,DJanecek,.@vbw_bayern @IHK_MUC Bitte klar Stellung beziehen zum unsäglichen CSU-Arbeitsverbot für Asylbewerber @MerkurStadt  https://t.co/epnFRS7MTE
826719362904182785,2017-02-01 09:10:30 +0000,DJanecek,#CSU-Arbeitsverbot für Asylbewerber ist ein Skandal. Schlecht für die Wirtschaft. Schlecht für unsere Sicherheit.  https://t.co/epnFRS7MTE
826718391855611904,2017-02-01 09:06:38 +0000,RenateKuenast,Guten morgen #Jerusalem. Aufschlussreiche Gespräche. Aber schlechtere Chancen für 2 Staaten und damit für Frieden u… https://t.co/8YbNIwxVNK
826718221206183936,2017-02-01 09:05:58 +0000,meister_schafft,Besuch der Baustelle des Ärztehauses in Heppenheim. Weiteres Element der Gesundheitsversorgung
826717429103476736,2017-02-01 09:02:49 +0000,UweSchummer,RT @Lebenshilfe_NRW: Lebenshilfe NRW sieht keine Grundlage für politische Zusammenarbeit mit AfD... https://t.co/3YafL1Vyjg
826716961363095552,2017-02-01 09:00:57 +0000,agnieszka_mdb,RT @ThielsChristian: ICYMI: Etwas mehr Bunt im Tarnfleck  - mein Kommentar zu sexueller Vielfalt in der #Bundeswehr @tagesschau https://t.co/wKRpJUtmMa #LGBT
826716929440247808,2017-02-01 09:00:50 +0000,Annette_Groth,Resolution des Europarates zur humanitären Krise im Gazastreifen:... https://t.co/6sQKLlqjLD
826716736577818625,2017-02-01 09:00:04 +0000,NiemaMovassat,RT @rpo_dinslaken: Niema Movassat - Donald Trumps Erlass ist rassistisch https://t.co/JQKDrGZPEq
826715681173409792,2017-02-01 08:55:52 +0000,drmfuchs,"#jwb 2017 Michael Fuchs (CDU) strich heraus, dass es in Deutschland ""de facto kaum noch Jugendarbeitslosigkeit""... https://t.co/LdtNJaIBHX"
826715673644716032,2017-02-01 08:55:50 +0000,DJanecek,"1320 Mitglieder zählen @Gruene_Muenchen mittlerweile, so viele wie nie zu vor. https://t.co/sBknnBkYJS"
826715094184816640,2017-02-01 08:53:32 +0000,Petra_Sitte_MdB,Was soll mir das sagen? https://t.co/1Eot2n76h5 https://t.co/b9Ys60lgb5
826715056150810624,2017-02-01 08:53:23 +0000,MatthiasGastel,#deutschebahn Ein erfolgversprechender Neustart an der Konzernspitze setzt einen Neustart der deutschen Verkehrspolitik voraus.
826714568999260160,2017-02-01 08:51:27 +0000,MechthildHeil,"Gut, hat ja auch lange gedauert:https://t.co/AqcMb6vrBK"
826714522165641216,2017-02-01 08:51:16 +0000,UweSchummer,RT @Lebenshilfe_NRW: #Rees | Lossprechung bei der Lebenshilfe https://t.co/3Ejh3sj8dD
826714454675058688,2017-02-01 08:51:00 +0000,drthomasfeist,"Ei in kaltes Wasser legen, ab Kochen 4 Minuten - perfekt! https://t.co/aYYjcdRuvJ"
826714248625664001,2017-02-01 08:50:11 +0000,UweKekeritz,Die #Hungerkrise in #Nigeria spitzt sich zu. Die intern. Gemeinschaft darf nicht wegsehen. Schnelle Hilfe notwendig! https://t.co/cEoFXvgE2g
826714150759956481,2017-02-01 08:49:47 +0000,NielsAnnen,RT @KazimAbaci: SPD-Außenpolitiker Annen – Merkel soll türkische Opposition treffen – KN - Kieler Nachrichten https://t.co/FPlpGaujV3
826714066446057474,2017-02-01 08:49:27 +0000,NielsAnnen,"Gorsuch ist ein Extremist. Und es sollte Kornblum mal jemand mitteilen, dass er kein Botschafter mehr ist https://t.co/9ICRtlnPXV"
826714050390290432,2017-02-01 08:49:23 +0000,W_SK,RT @stefansell: Warum die #Minijobs abgeschafft werden sollten: https://t.co/2W6MhQ4lNN @MakronomMagazin
826713889115164673,2017-02-01 08:48:45 +0000,HeikoMaas,"RT @BMJV_Bund: ""Nationalismus ist die falsche Antwort auf die Herausforderungen unserer Zeit"" betont @HeikoMaas heute bei… https://t.co/HJLORAfTot"
826713462508240896,2017-02-01 08:47:03 +0000,wanderwitz,RT @KfW: 2016 sehr erfolgreiches Förderjahr: KfW-Fördervolumen steigt auf 81 Mrd. Euro (+2%) #JAPK
826713344199516161,2017-02-01 08:46:35 +0000,W_SK,"RT @Gruenes_GE: ""Mit dem #Grundeinkommen bekomme ich weniger Geld als zuvor, trotzdem hat sich mein Leben erheblich verbessert""... https://t.co/iLBvDXseWG"
826712770485874688,2017-02-01 08:44:18 +0000,wanderwitz,RT @Wahlleiter_Bund: Während der Bundestagswahl im Ausland? Alles zur Briefwahl gibt es unter https://t.co/G6PEpVWXVH.
826712456055635968,2017-02-01 08:43:03 +0000,KaiGehring,Ur-Knall: Evolutionstheorie gestrichen! #Bildungsreform in der #Türkei: #Islamisierung des Unterrichts? https://t.co/avA3lYEIKV
826712189176311808,2017-02-01 08:42:00 +0000,MartinaRenner,RT @dannytastisch: Ehemalige Bärgida Redner zündete Auto an: „Ich wollte der linken Szene eine reindrücken“ https://t.co/5OUmhI8TuN #NoBärgida
826712020972142592,2017-02-01 08:41:20 +0000,Beatrix_vStorch,Rückblende: Die Kommission hat den  Vorschlag inzwischen überarbeitet und wieder vorgelegt. #CCTB #CCCTB #GKB #GKKB https://t.co/JQ59BpyW2U
826710517083410432,2017-02-01 08:35:21 +0000,BriHasselmann,Schlechte Luft in vielen Städten.Brauchen dringend Verkehrswende umweltfreundlich & bezahlbar @GrueneBundestag  https://t.co/AAZYR3AW1R
826710113255817216,2017-02-01 08:33:45 +0000,DietmarBartsch,Und vermutlich sind mehr gegangen. @DerRostocker https://t.co/jvBkWtAEOS
826708559341690881,2017-02-01 08:27:34 +0000,peter_simone,"Gute Aktion von @greenpeace_de: Atemschutzmaske für die Siegessäule gegen die hohe #Stickoxid-Belastung in Städten. https://t.co/vFulpGUiOy"
826708162824794114,2017-02-01 08:26:00 +0000,TinoSorge,Morgen heißt es: Kopf einziehen und flach atmen 😉. #Alleswirdgut https://t.co/i3oGaAZbnT
826708004875726848,2017-02-01 08:25:22 +0000,ZieglerMdB,"Heute Teamtreffen mit meinen MitarbeiterInnen aus #Perleberg, #Neuruppin und dem Berliner Büro #Wahlkampfplanung #LustaufSPD #JetztistSchulz"
826707580202450944,2017-02-01 08:23:41 +0000,NielsAnnen,RT @RNDnewsroom: @NielsAnnen: #Merkel darf in der #Türkei nicht nur mit Regierungsvertretern reden https://t.co/M61RjiOe2a via @RNDnewsroom
826706755015041024,2017-02-01 08:20:24 +0000,drthomasfeist,Zeitungsaktion in der Martin-Schule Grünau. LVZ Leipziger Volkszeitung https://t.co/WBY892ee8o
826706132223795200,2017-02-01 08:17:56 +0000,marcobuelow,und keine Sicherheitsdebatte wie wir uns davor schützen ... https://t.co/YQFOhGBgTn
826705823804043264,2017-02-01 08:16:42 +0000,wanderwitz,"RT @EuropeElects: France: Second round of Presidential election, Kantar poll:Macron: 58%Fillon: 42%#Sondage #Presidentielle2017… https://t.co/Trpx00Tzdc"
826705816489164800,2017-02-01 08:16:40 +0000,wanderwitz,"RT @EuropeElects: France: Second round of Presidential election, Kantar poll:Macron: 65%Le Pen: 35%#Sondage #Presidentielle2017… https://t.co/3cL6iWIqJn"
826705308013752320,2017-02-01 08:14:39 +0000,HeikoMaas,"Es ist verstörend,wenn Menschen pauschal nach ihrem Glauben od. nach Herkunft unter Generalverdacht gestellt werden https://t.co/DJJdMiAFQp"
826704793284521985,2017-02-01 08:12:36 +0000,juergencosse,Wahlrecht.de on Twitter https://t.co/oi6wVxn6Kv
826703670037319680,2017-02-01 08:08:09 +0000,KaiGehring,"RT @socialhubBT: GMo 'mdb #Earlybirds @PLengsfeld @MiRo_SPD @DirkWiese4 @kahrs @petertauber @KaiGehring @EskenSaskia @michaelaengel @Petra_Sitte_MdB"
826703167085633536,2017-02-01 08:06:09 +0000,Beatrix_vStorch,"Deutschlands Grenze lässt sich mehr als nur teilweise schließen. Zwar nicht mit #Merkel, aber mit der #AfD.… https://t.co/n8kUMTRtNr"
826702867205672960,2017-02-01 08:04:57 +0000,K_SA,RT @wahl_beobachter: Welche Medien verlinken MdB auf Twitter am liebsten? Spoiler: @BILD weit abgeschlagen https://t.co/yU9xvzpQPj via… https://t.co/nc7Gbwbjxq
826701849294143489,2017-02-01 08:00:54 +0000,ch_buchholz,Morgen in #Kassel auf der @DIELINKEHESSEN-Regionalkonferenz Nord. Stelle dort meine Bewerbung für die Landesliste zur #BTW17 vor.
826701397664133120,2017-02-01 07:59:07 +0000,katarinabarley,RT @dpomondi: 37 #MdBs haben #Grenzen überschritten. 20 von ihnen haben @OezcanMutlu davon erzählt. Buchkritik im @tagesspiegel: https://t.co/j2WZi6q9jk
826701087969271809,2017-02-01 07:57:53 +0000,K_SA,RT @IlonaKickbusch: Great - must look at this #ntds #sdoh  https://t.co/5Em4sxzw9V
826698838249451520,2017-02-01 07:48:57 +0000,Ralf_Stegner,Der Schulz-Zug pflügt durchs Kaltland -  Schulzenbrothers edition https://t.co/ZSoBm7zvqW
826698520556105728,2017-02-01 07:47:41 +0000,K_SA,"RT @LotteLeicht1: Cartoonist @PatChappatte's take on #Trump’s travel ban and no to #refugees https://t.co/HumE88bVxB #Resist… https://t.co/butb4q1vIx"
826697312386895874,2017-02-01 07:42:53 +0000,FDPFraktionNRW,RT @brockes: Klare Ablehnung d #Hygiene-Ampel b #Handwerkskammer #Bäcker- u #Fleischer-Innung i Kreis #Heinsberg. Scheintranspar… https://t.co/rLDibQwAAP
826697291717345280,2017-02-01 07:42:48 +0000,K_SA,RT @taz_news: Kommentar Marokko und die AU: Vorbild Afrika https://t.co/64MF60Mrqv
826697025701998594,2017-02-01 07:41:44 +0000,FDPFraktionNRW,"RT @eyesonly78: So sieht es aus! Rot-Grün hat bei Polizei gekürzt, schwarz-gelb wieder hochgefahren @FDPFraktionNRW @MarcLuerbke… https://t.co/pNmwAtKok6"
826696997608574980,2017-02-01 07:41:38 +0000,PSchnieder,RT @heuteshow: #heuteshow-Leaks: So sieht der #Schulz-Wahlkampf aus https://t.co/xmHXOO2JaV
826696991451262976,2017-02-01 07:41:36 +0000,K_SA,RT @Hessen_Agentur: 9. Darmstädter #Energiekonferenz am 2. März an der TU #Darmstadt: https://t.co/Tbm2mgyuVV #tudarmstadt #energie #energiewende #zukunft
826696329686577152,2017-02-01 07:38:58 +0000,nouripour,#SaveGolrokh https://t.co/gmWKBgeRJ9
826695317575835649,2017-02-01 07:34:57 +0000,HBraun,"RT @ANZEIGER_NEWS: Einen ""Blick hinter die Kulissen"" der besonderen Art genossen die @GIESSEN46ers in #Berlin. #easycreditBBL @HBraun https://t.co/c0o41A069T"
826694330836537344,2017-02-01 07:31:02 +0000,julia_verlinden,RT @ulmentv: Ist doch so. Reisen mit der Bahn: das Größte. Kannst dir die Beine vertreten unterwegs. Sogar austreten. Und pünktlich! Hört auf zu jammern.
826692861437546496,2017-02-01 07:25:12 +0000,tsghessen,"RT @TobiasDuenow: Gestern habe ich gefragt, ob es außer bei INSA je plus 5% in einer Woche gab. Antwort heute: Forsa. #Schulzeffekt https://t.co/TOpkVglHWo"
826692716914425856,2017-02-01 07:24:37 +0000,PLengsfeld,"Darum bereue ich es oft (#Russisch) - 'Heute ist nicht gestern, Leben ist stärker'Vladimir Visotsky-Охота на волков https://t.co/THYJg1ZF1M"
826692030470508546,2017-02-01 07:21:53 +0000,Ralf_Stegner,RT @mopo: Passt zu Berlin!: Das süße Eisbär-Baby hat endlich einen Namen https://t.co/tfeoZrP6Bi https://t.co/QCDO4cSZ5m
826691894147215360,2017-02-01 07:21:21 +0000,PLengsfeld,"Warum ich #Russisch in der DDR-Schule immer gehasst habe, ist mir nach dem Durchsehen dieses Lehrbuchs wieder schla… https://t.co/W4GRXRty29"
826691569000513536,2017-02-01 07:20:03 +0000,cducsubt,.@rbrinkhaus US-Vorwurf der Währungsmanipulation zugunsten der deutschen #Wirtschaft https://t.co/Q4PEjFXx25
826690413209714689,2017-02-01 07:15:28 +0000,KerstinGriese,RT @SJDDieFalkenNRW: Martin Schulz beginnt Wahlkampf heute mit Jgdl aus den Arbeiter*innenjugendverbänden aus NRW. #sjddiefalken… https://t.co/j247U1k2X3
826689943791616000,2017-02-01 07:13:36 +0000,KerstinGriese,"RT @JacobJoussen: Eine sehr gute Ausgabe der Zeitung ""Das Parlament"" zum Reformationsjubiläum #2017-mit richtig informativen Artikeln: https://t.co/VBApsVF66c"
826689869925724160,2017-02-01 07:13:18 +0000,Ralf_Stegner,"Konservative attackieren Martin Schulz. Dorothea Siems polemisiert in der ""WELT"" gegen Gerechtigkeitswahlkampf der SPD.Gutes Zeichen!"
826688832028413952,2017-02-01 07:09:11 +0000,JensZimmermann1,"RT @mathiasrichel: WTF, Forsa?! SPD +5% https://t.co/FedWtwjwny"
826688532483801088,2017-02-01 07:07:59 +0000,c_kampmann,"Vorfreude auf den Fachkongress ""Bewegte Zeiten für Väter"", wo es u.a. um mehr #Familienzeit für Väter geht @herrfranken @Vaeter #vaeterNRW"
826686385033707520,2017-02-01 06:59:27 +0000,Petra_Sitte_MdB,RT @brunnersandra1: Bundesratsinitiative: Berlin will günstigere Krankenversicherung für Selbstständige (via @berlinerzeitung) https://t.co/h9iW9FKn52
826686347607957504,2017-02-01 06:59:19 +0000,Petra_Sitte_MdB,RT @ndaktuell: Die Bundesregierung spielt Bedeutung des US-Stützpunktes #Ramstein für den weltweiten Drohnenkrieg herunter. https://t.co/cmtbzRU78z
826685496902443009,2017-02-01 06:55:56 +0000,lisapaus,"RT @dpomondi: Subventionen für #Diesel erreichen 8 Milliarden €, hat @lisapaus herausgefunden. Analyse im @tagesspiegel: https://t.co/D441X3SwRo"
826685212675469316,2017-02-01 06:54:48 +0000,CanselK,"#Merkel darf #Erdogan nicht nach dem Mund reden! #Türkeibesuch https://t.co/KXAm1j4nyU"
826684528752226304,2017-02-01 06:52:05 +0000,Petra_Sitte_MdB,RT @Tobias_Schulze: Rot-rot-grüne Länder bringen Bundesratsini für realistische Krankenkassenbeiträge von Soloselbständigen auf den Weg https://t.co/JsXzXhhdVF
826683692932333568,2017-02-01 06:48:46 +0000,juergencosse,"Guten Morgen. Mein Tipp: Einfach beim Kreativwettbewerb für Jugendliche bewerben!""Wie schaffen wir es, den... https://t.co/FGp1L5yLkb"
826683308557926400,2017-02-01 06:47:14 +0000,Petra_Sitte_MdB,"Kleines Winteridyll im Prenzlberg. Schön anzusehen, während ich ins Büro zur Telefonkonfer… https://t.co/VcgaY8pGtn https://t.co/dMKUIKvpBF"
826679366243463168,2017-02-01 06:31:34 +0000,KaiGehring,RT @FAZ_NET: Wissenschaftler gegen #Trump: Alarm im Wissenschaftsmekka https://t.co/1FmKyJWHiT
826678700901007361,2017-02-01 06:28:55 +0000,KaiGehring,RT @FAZ_NET: Amerikas Universitäten stehen unter Schock: Trumps Einreiseverbot für Muslime trifft vor allem Mediziner. https://t.co/IqBIbx9OsO
826676114357645313,2017-02-01 06:18:39 +0000,PLengsfeld,"Wolfgang Schäuble über #Kurskorrektur in Asylfrage.https://t.co/BtdPmZSlZB"
826674786130608128,2017-02-01 06:13:22 +0000,petertauber,RT @BBCWorld: Ukraine conflict: UN warns of dangerous deterioration https://t.co/482aNsbE7h
826674163322597377,2017-02-01 06:10:54 +0000,PLengsfeld,"Thema #BER schon jetzt medialer Klassiker: Wenn er fertig ist, kräht kein Hahn mehr nach den ganzen Schwarzmalereien und Düsterprognosen."
826673775018176513,2017-02-01 06:09:21 +0000,petertauber,"RT @Polizei_Ffm: #Frankfurt wir sind für euch da. Jeden Tag. Jede Nacht. Jede Sekunde. Wir sind die 110.#WirSindEurePolizei https://t.co/vTgVKadT8e"
826673491177005056,2017-02-01 06:08:13 +0000,PLengsfeld,"Und Ulrich Zawatka-Gerlach: Eine 'komische Bauruine am Stadtrand Berlins' ist der BER auch nicht.https://t.co/ZAgQTlFgjK"
826672755395411968,2017-02-01 06:05:18 +0000,PLengsfeld,"Bin kein Freund d Links-Senats, widerspreche U Zawatka-Gerlach aber klar. BER muss v Berlin pol beaufsichtigt werdenhttps://t.co/ZAgQTlFgjK"
826672479699660800,2017-02-01 06:04:12 +0000,kahrs,moin
826669954560843776,2017-02-01 05:54:10 +0000,MiRo_SPD,RT @MKKKunst: My light and #soundinstallation #theoldladies with the #lifestories of many fabulous old women.… https://t.co/PPPiqahnya
826669950039445505,2017-02-01 05:54:09 +0000,PLengsfeld,"Dass trotz fake news Journalisten noch Artikel mit reinen Spekulationen basierend auf anonymen, interessengeleiteten Quellen schreiben..⚡️🔥👺"
826669331740233728,2017-02-01 05:51:42 +0000,PLengsfeld,"Beim Zeitungsstudium d vergangenen Tage ist mir aufgefallen, viele Berichte sind nicht #postfaktisch, aber öfter mal ziemlich #dünnfaktisch"
826669103603675136,2017-02-01 05:50:47 +0000,PLengsfeld,"Erstens kommt es anders und zweitens als man(cher) denkt...(Schlagzeile berichtet Fakten, vorher viele, nicht hilf… https://t.co/3uferk5ln9"
826668987236888576,2017-02-01 05:50:19 +0000,PLengsfeld,"Glaube Lehrsatz 'nichts ist älter als die Zeitungsmeldung von gestern' gilt auch in Zeiten v Medien 2.0, oder? https://t.co/v68dpBnEUA"
826668714556846080,2017-02-01 05:49:14 +0000,PLengsfeld,"Kaffee und Morgenlektüre, der 1. Februar kann beginnen... https://t.co/1bRtQt4u1q"
826667773736656898,2017-02-01 05:45:30 +0000,Ralf_Stegner,"Lesenswert!Kommentare https://t.co/SggGApM1SK"
826665860966338560,2017-02-01 05:37:54 +0000,Ralf_Stegner,"Termine in Bordesholm und am Abend eine Diskussionsveranstaltung in Flintbek.#WirMachenDas"
826665635790852097,2017-02-01 05:37:00 +0000,Ralf_Stegner,"Dann startet meine Wahlkampftour, die mich bis zum 7.Mai durch alle 35 Wahlkreise führen wird.Es geht los im eigenen Wahlkreis."
826665344966258688,2017-02-01 05:35:51 +0000,Ralf_Stegner,"Guten Morgen aus Bordesholm.Heute zunächst ein energiepolitisches Fachgespräch und Medientermine."
826665163361284096,2017-02-01 05:35:08 +0000,Ralf_Stegner,"John Denver - ""Late night radio""Mein Musiktipp für euch da draußen im digitalen Orbit ;-)https://t.co/m0nb3svaG9"
826644444174807041,2017-02-01 04:12:48 +0000,Sabine_Baetzing,#1.Februar https://t.co/05DCM6xQLP
826594376684023808,2017-02-01 00:53:51 +0000,KonstantinNotz,"RT @JanAlbrecht: ""Die Bundesregierung macht der Wirtschaft Geschenke auf Kosten der Verbraucher und bricht damit europäisches Recht."" https://t.co/tlwUXEnbSk"
826585449623912448,2017-02-01 00:18:23 +0000,GrueneBeate,War wirklich interessant! https://t.co/WxeYXTLXZQ
826579147975753729,2017-01-31 23:53:20 +0000,Beatrix_vStorch,Eine Minute zuhören! rrg in Berlin- VORGEFÜHRT von Karsten Woldeit! Keine Satire. https://t.co/A9IjQ43Oix
826578935945244673,2017-01-31 23:52:30 +0000,michaelgrossmdb,https://t.co/9qDorFdnvO
826578264567271424,2017-01-31 23:49:50 +0000,Beatrix_vStorch,"RT @AfDFraktionAGH: 250 Polizisten haben Berlin den Rücken gekehrt, aber 3.000 Polizisten werden in der Hauptstadt benötigtPM 31.1.… https://t.co/9alkOZfkR8"
826566006445326336,2017-01-31 23:01:07 +0000,DJanecek,RT @Manuel_Mohr: Unterschrieben für gutes Radio in #Muenchen: #saveM945 - M94.5 braucht seine UKW-Frequenz! https://t.co/lQ5gcUw28G via @oPetition
826564520671838210,2017-01-31 22:55:13 +0000,katarinabarley,RT @CodingDanny: Hackathon einer deutschen Partei zur Bundestagswahl? Das ich das noch erleben darf 😊 #SPDHack #Geil 👍 https://t.co/3BsgsbnSgk
826563327132364800,2017-01-31 22:50:28 +0000,EvaHoegl,Hingehen. Staunen. Lohnt sich! https://t.co/NCaDgDQTri
826562856107835395,2017-01-31 22:48:36 +0000,sven_kindler,"RT @janboehm: Ihr müsst Euch unbedingt die neue Staffel „House of Cards“ angucken, die gerade in der Wirklichkeit läuft."
826562164819365888,2017-01-31 22:45:51 +0000,EvaHoegl,"RT @Herr_Decker: Dass deutsche Doppelstaatler jetzt angeblich wieder einreisen dürfen, macht die Sache aber nicht besser.  #Trump #MuslimBanprotest"
826559722555842562,2017-01-31 22:36:09 +0000,NielsAnnen,"RT @SPDFraktEimsb: Unser Newsletter mit Neuem aus der #bvebuettel. Themen u.a.: Kräuterbeet, Tempo 30 und Sondermittel für den Sport.… https://t.co/ni28D1Y1xs"
826559307751751680,2017-01-31 22:34:30 +0000,MaikBeermann,Warum schließt man diese Moschee nicht rot-rot-grün? https://t.co/yt863L8mqg
826558211490795520,2017-01-31 22:30:08 +0000,DJanecek,Sicherheitsrisiko #CSU https://t.co/AaDLONomoc
826553345326346240,2017-01-31 22:10:48 +0000,HeikeHaensel,"RT @KolumbINFO: Mit der Gewissheit, dass wir das neue Kolumbien aufbauen bewegen sich die #FARC Truppen in Richtung Normalisierungs… https://t.co/dNBdAVzWcV"
826552769037365248,2017-01-31 22:08:31 +0000,HeikeHaensel,"RT @KolumbINFO: #LasFarcCumplen Während die #FARC ihre Zone in Tumaco erreicht, hat die Regierung nichts fertig gestellt... https://t.co/nAXxX0HvMq"
826552560194564096,2017-01-31 22:07:41 +0000,petertauber,#NowPlaying Der Mond ist aufgegangen - EG 482 ♫ https://t.co/laVjvIDpwq
826552497636507648,2017-01-31 22:07:26 +0000,HeikeHaensel,RT @Snowden: Revealed: An 11-part investigation into the agency that shifted the election. Based on 1000+ secret @FBI documents. https://t.co/X5CXUgM5Wo
826551544040529921,2017-01-31 22:03:39 +0000,HeikeHaensel,"Der anstehende #Türkei Besuch von #Merkel ist mehr als durchsichtig! Wer solch einen Despoten unterstützt, braucht… https://t.co/GVpmWL0gdN"
826551413580918784,2017-01-31 22:03:08 +0000,JensZimmermann1,RT @Juliane_Seifert: Das Willy-Brandt-Haus ist schneller als man twittern kann: Die #Martin Schulz Buttons gibts nächste Woche:… https://t.co/VLuuPH86V4
826549534159466496,2017-01-31 21:55:40 +0000,YvonneMagwas,RT @rbrinkhaus: Schuldentilgung ist Frage der Generationengerechtigkeit #Haushaltsüberschuss2016
826549063663370241,2017-01-31 21:53:47 +0000,YvonneMagwas,RT @herr_meinel: Neujahrsempfang der #cduvogtland. Interessante Impulse von @YvonneMagwas und co vorgestellt. Insgesamt eine nette V… https://t.co/5R6eBDR6de
826548196897878019,2017-01-31 21:50:21 +0000,jensspahn,"Wann wird diese Terror-Moschee endlich geschlossen, Herr Innensenator? https://t.co/n2q1MMIBm1"
826546861595099138,2017-01-31 21:45:02 +0000,DEZi_Brb,"""„Unsere Fraktion freut sich über die Eröffnung neuer finanzieller Spielräume für die Städte und Gemeinden sowie... https://t.co/OgjJvXdvMC"
826546508942151682,2017-01-31 21:43:38 +0000,UteVogt,"RT @robsonte: ""Das Amt wird ihn vernünftig machen, sein Kabinett ihn zähmen. Eine Diktatur? Undenkbar!"" #Hitler 1933 - Lesenswert! https://t.co/olNySgq2cf"
826546336858308608,2017-01-31 21:42:57 +0000,sebast_hartmann,"Heute haben wir - viele - uns von unserem Genossen, Freund, Wegbegleiter und, und ... Walter Bieber... https://t.co/D0rM0XdGnY"
826546159271411712,2017-01-31 21:42:15 +0000,DerLenzMdB,RT @BR_Oberbayern: Sensationssieg: Linus Straßer siegt in Stockholm https://t.co/Sqc095x9Pk
826545752021299201,2017-01-31 21:40:38 +0000,Beatrix_vStorch,RT @BILD_Reporter: 3 mutmaßliche ISIS-Terroristen in Berlin festgenommen!  https://t.co/BhspTPPLoj
826544250565382145,2017-01-31 21:34:40 +0000,DorisWagner_MdB,"RT @schwarzblond: Falls ihr nicht in die SPD eintreten wollt: Wie wärs mit den Grünen?#FarbeBekennenhttps://t.co/mHLhKn9REJ"
826543647726383104,2017-01-31 21:32:16 +0000,katarinabarley,"Äh - Zusammenhang? Die SPD.de Seite unterstützt https. Was wir vom Hackathon erwarten, sind innovative, umsetzbare… https://t.co/Kpn48Xn0cC"
826542729513545729,2017-01-31 21:28:37 +0000,DoroBaer,🦄
826542372376952833,2017-01-31 21:27:12 +0000,petertauber,"Heute diskutiert das Präsidium der @cdu mit der EKD über Reformation, Populismus, Europa und christliche Werte. https://t.co/xJ2ZuwSKNA"
826541953634430976,2017-01-31 21:25:32 +0000,DrAndreasNick,"Guter Mann, der @RichterHopprich https://t.co/Rl9jtfXjOm"
826541695437307904,2017-01-31 21:24:31 +0000,ThomasOppermann,"Auch die besseren Umfragen sind immer nur Momentaufnahmen, aber der Trend geht nicht nach unten, sonder nach oben.… https://t.co/9MRSgYUrp9"
826541574834229249,2017-01-31 21:24:02 +0000,NiemaMovassat,Ggf. dürfen Doppelstaatler doch weiter in die #USA reisen;aber US-Botschaft verneint dies weiterhin.Verwirrung. https://t.co/OX1WevJffS
826541505473019906,2017-01-31 21:23:45 +0000,cem_oezdemir,Von Zylinderkopfdichtungen über Batterietechnologie zu #emobility: @ElringKlingerAG - Spitzentechnik aus der Heimat! https://t.co/RLO4Keosyh
826540839186923521,2017-01-31 21:21:07 +0000,FraukePetry,"RT @AfD_SLT: Fraktionsvorsitzende Dr. @FraukePetry:»Österreichs Regierung macht Nägel mit Köpfen & zeigt, wie es geht.«#SaxLt… https://t.co/hoWy6YgbQo"
826539548528279552,2017-01-31 21:15:59 +0000,jensspahn,In NRW kam in letzten Jahren 11 mal mehr zusätzliche Waldfläche dazu wie wir an Gewerbefläche verloren (sic!) haben… https://t.co/bCC7Si5OxE
826538241734090752,2017-01-31 21:10:47 +0000,juergenhardt,RT @MarioDB: Always a pleasure to welcome my friend @juergenhardt to DC. Strong bonds with allies like Germany are important. https://t.co/6zxUQqLQW3
826538149207760896,2017-01-31 21:10:25 +0000,manfred_grund,Werde morgen Nachmittag in Nordhausen eine Bürgersprechstunde anbieten und später zum Stammtisch der städtischen CDU gehen.
826537276717019138,2017-01-31 21:06:57 +0000,MWBirkwald,"RT @DBR_eV: Das 3. Interview zur #Altersarmut ist online. Heute: Matthias Birkwald von der @dieLinke: https://t.co/X98QnCcfds#Rente #Linke #Politik"
826537108542205952,2017-01-31 21:06:17 +0000,Beatrix_vStorch,62 Mrd. € für 2 Jahre. Das Geld anderer Leute können schlechte Regierungen am besten verprassen. https://t.co/izrAfBz5US via @tichyseinblick
826536441589161984,2017-01-31 21:03:38 +0000,petertauber,"RT @Geywitz: ""#AfD mit christlichen Wertvorstellungen unvereinbar"" - katholisch.de #Jüsten https://t.co/ZTtx6Nv0aw"
826535657975771136,2017-01-31 21:00:31 +0000,TSchipanski,RT @HugoMuellerVogg: Genossen unter sich! @jensspahn  https://t.co/4BFp2Vb10z
826535563834560513,2017-01-31 21:00:09 +0000,wanderwitz,<> https://t.co/cIoFzqEcCA
826534883044577280,2017-01-31 20:57:27 +0000,LischkaB,Heute 1. Treffen des Magdeburger Wahlkampfteams und danach Treffen mit den SPD Arbeitsgemeinschaften und Fachausschüssen.
826534783639494656,2017-01-31 20:57:03 +0000,MdbWendt,Ein feiger #Anschlag mit Teer fand heute auf Fahrzeuge von CDU-Mitgliedern statt. Während unserer... https://t.co/fJ8UxIUaNH
826534332781178880,2017-01-31 20:55:15 +0000,Annette_Groth,"Das darf nicht sein! https://t.co/p3iDeJbjmO https://t.co/wBU30Va5tF"
